UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
191126,"R",543,"R",56245402,"Z",0,"Z",0,"Z",0,"Z",0,"R",52,"R",5391252,"R",46,"R",8551818,"R",71,"R",8480817,"R",54,"R",6015599,"R",89,"R",8120292,"R",7,"R",944218,"R",21,"R",1738461,"R",3,"R",175506,"R",189,"R",15930200,"R",7,"R",599398,"R",4,"R",297841
191199,"R",171,"R",11071552,"Z",0,"Z",0,"Z",0,"Z",0,"R",55,"R",3375375,"R",17,"R",1903396,"R",3,"R",256090,"R",18,"R",1251988,"R",19,"R",1132182,"R",1,"R",84171,"R",19,"R",1049970,"Z",0,"Z",0,"R",32,"R",1578252,"R",7,"R",440128,"Z",0,"Z",0
191205,"R",46,"R",3156460,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",965080,"R",4,"R",763080,"R",4,"R",231000,"R",4,"R",311500,"R",4,"R",198200,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",323160,"Z",0,"Z",0,"R",8,"R",364440,"Z",0,"Z",0
191241,"R",1529,"R",142096139,"Z",0,"Z",0,"Z",0,"Z",0,"R",50,"R",4104008,"R",572,"R",70743000,"R",25,"R",2140750,"R",74,"R",7115389,"R",136,"R",12339514,"R",12,"R",909415,"R",220,"R",14399201,"R",2,"R",117000,"R",372,"R",23803128,"R",66,"R",6424734,"Z",0,"Z",0
191302,"R",72,"R",4017255,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",1175333,"R",13,"R",1216574,"R",3,"R",195024,"R",4,"R",189330,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",716444,"Z",0,"Z",0,"R",17,"R",524550,"Z",0,"Z",0,"Z",0,"Z",0
191339,"R",183,"R",10260151,"Z",0,"Z",0,"Z",0,"Z",0,"R",50,"R",2318639,"R",45,"R",4135036,"R",14,"R",709956,"R",3,"R",145931,"R",9,"R",408379,"R",1,"R",43778,"R",27,"R",1111638,"Z",0,"Z",0,"R",28,"R",1069811,"R",6,"R",316983,"Z",0,"Z",0
191515,"R",460,"R",36433361,"Z",0,"Z",0,"Z",0,"Z",0,"R",49,"R",3351160,"R",86,"R",11881240,"R",42,"R",3549272,"R",26,"R",2146698,"R",81,"R",6703763,"R",9,"R",543824,"R",92,"R",4354383,"Z",0,"Z",0,"R",44,"R",1911327,"R",31,"R",1991694,"Z",0,"Z",0
191533,"R",205,"R",12763409,"Z",0,"Z",0,"Z",0,"Z",0,"R",45,"R",2596951,"R",33,"R",3894698,"R",17,"R",1004252,"R",14,"R",822280,"R",47,"R",2500639,"R",4,"R",235856,"R",17,"R",814942,"Z",0,"Z",0,"R",28,"R",893791,"Z",0,"Z",0,"Z",0,"Z",0
191597,"R",30,"R",2428417,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",170138,"R",9,"R",1224978,"R",10,"R",342372,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",690929,"Z",0,"Z",0,"Z",0,"Z",0
191612,"R",108,"R",6260513,"R",2,"R",135511,"Z",0,"Z",0,"R",5,"R",205222,"R",25,"R",2546580,"R",3,"R",179084,"R",5,"R",253290,"R",2,"R",98508,"R",2,"R",132194,"R",19,"R",717182,"Z",0,"Z",0,"R",42,"R",1847489,"R",3,"R",145453,"Z",0,"Z",0
191621,"R",79,"R",4798807,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",404100,"R",20,"R",1952645,"R",8,"R",414984,"R",3,"R",235200,"R",15,"R",782592,"R",4,"R",182710,"R",13,"R",474476,"Z",0,"Z",0,"R",5,"R",239800,"R",3,"R",112300,"Z",0,"Z",0
191630,"R",311,"R",21384836,"Z",0,"Z",0,"Z",0,"Z",0,"R",31,"R",1910758,"R",64,"R",7274819,"R",25,"R",1517468,"R",48,"R",2923921,"R",92,"R",5518922,"R",7,"R",367418,"R",15,"R",619322,"Z",0,"Z",0,"R",29,"R",1252208,"Z",0,"Z",0,"Z",0,"Z",0
191649,"R",1101,"R",96032081,"Z",0,"Z",0,"Z",0,"Z",0,"R",70,"R",4905921,"R",224,"R",31336012,"R",142,"R",11223147,"R",75,"R",6762451,"R",137,"R",10215611,"R",16,"R",1246053,"R",190,"R",13578859,"Z",0,"Z",0,"R",165,"R",9002303,"R",63,"R",6167852,"R",19,"R",1593872
191676,"R",112,"R",5780878,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",257685,"R",22,"R",2010727,"R",13,"R",727379,"R",8,"R",362392,"R",24,"R",1110398,"R",5,"R",196787,"R",8,"R",291998,"Z",0,"Z",0,"R",24,"R",758105,"R",2,"R",65407,"Z",0,"Z",0
191719,"R",333,"R",19022528,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",718697,"R",34,"R",3852227,"R",30,"R",2125196,"R",27,"R",2366787,"R",11,"R",608071,"R",4,"R",272041,"R",82,"R",3429686,"R",6,"R",294552,"R",110,"R",4582454,"R",7,"R",454409,"R",7,"R",318408
191931,"R",385,"R",29090103,"Z",0,"Z",0,"Z",0,"Z",0,"R",44,"R",3156807,"R",62,"R",8881343,"R",30,"R",2614842,"R",23,"R",1836606,"R",59,"R",4494931,"R",5,"R",312510,"R",88,"R",3673199,"Z",0,"Z",0,"R",51,"R",2642676,"R",23,"R",1477189,"Z",0,"Z",0
191959,"R",6,"R",343000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",160000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",183000,"Z",0,"Z",0,"Z",0,"Z",0
191968,"R",653,"R",42126210,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",1320265,"R",82,"R",10111686,"R",48,"R",3353792,"R",60,"R",4559300,"R",103,"R",6871559,"R",6,"R",439958,"R",183,"R",8150757,"R",3,"R",111891,"R",106,"R",4858624,"R",36,"R",2138365,"R",4,"R",210013
191986,"R",183,"R",10259506,"R",2,"R",128785,"Z",0,"Z",0,"R",14,"R",712346,"R",36,"R",3010602,"R",21,"R",1055117,"R",17,"R",870098,"R",21,"R",1103826,"R",3,"R",152388,"R",14,"R",575208,"Z",0,"Z",0,"R",46,"R",2244417,"R",9,"R",406719,"Z",0,"Z",0
192004,"R",7,"R",542063,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",423463,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",37400,"R",2,"R",81200,"Z",0,"Z",0
192022,"R",108,"R",6697190,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",869364,"R",13,"R",1386285,"R",8,"R",506899,"R",14,"R",811426,"R",3,"R",173987,"R",2,"R",72092,"R",15,"R",741163,"Z",0,"Z",0,"R",39,"R",2135974,"Z",0,"Z",0,"Z",0,"Z",0
192040,"R",108,"R",9717569,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",1043478,"R",37,"R",5012926,"R",10,"R",793618,"R",3,"R",236278,"R",12,"R",1110993,"Z",0,"Z",0,"R",16,"R",673462,"Z",0,"Z",0,"R",15,"R",846814,"Z",0,"Z",0,"Z",0,"Z",0
192110,"R",342,"R",30444074,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",1402149,"R",139,"R",17645080,"R",17,"R",1708432,"R",14,"R",1468898,"R",11,"R",879285,"R",7,"R",511297,"R",47,"R",2285275,"R",5,"R",102170,"R",58,"R",3093094,"R",10,"R",683800,"R",13,"R",664594
192165,"R",5,"R",155890,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",68740,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",87150,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
192192,"R",126,"R",8521289,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",1001261,"R",25,"R",2599244,"R",13,"R",728669,"R",12,"R",714204,"R",25,"R",2227129,"R",3,"R",159049,"R",8,"R",328214,"Z",0,"Z",0,"R",18,"R",709959,"Z",0,"Z",0,"R",1,"R",53560
192271,"R",98,"R",8653763,"Z",0,"Z",0,"Z",0,"Z",0,"R",42,"R",2550299,"R",37,"R",4812926,"R",4,"R",327777,"R",4,"R",334807,"R",1,"R",82000,"Z",0,"Z",0,"R",3,"R",152772,"Z",0,"Z",0,"R",7,"R",393182,"Z",0,"Z",0,"Z",0,"Z",0
192323,"R",304,"R",18850627,"Z",0,"Z",0,"Z",0,"Z",0,"R",44,"R",2518740,"R",70,"R",7267529,"R",31,"R",1756805,"R",13,"R",696728,"R",52,"R",2688281,"R",6,"R",366034,"R",22,"R",908531,"Z",0,"Z",0,"R",43,"R",1655742,"R",23,"R",992237,"Z",0,"Z",0
192448,"R",533,"R",47830621,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",919992,"R",255,"R",28548702,"R",3,"R",251080,"R",49,"R",3607342,"R",82,"R",6564017,"R",6,"R",397903,"R",27,"R",1570132,"R",2,"R",117000,"R",100,"R",5813553,"Z",0,"Z",0,"R",1,"R",40900
192509,"R",39,"R",2336138,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1140920,"R",10,"R",903718,"R",2,"R",108500,"R",2,"R",113000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",70000,"Z",0,"Z",0,"Z",0,"Z",0
192624,"R",5,"R",177204,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",45704,"R",2,"R",79300,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",30000,"Z",0,"Z",0,"R",1,"R",22200,"Z",0,"Z",0,"Z",0,"Z",0
192688,"R",24,"R",2237000,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",567000,"R",10,"R",1535000,"R",1,"R",95000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",40000,"Z",0,"Z",0,"Z",0,"Z",0
192703,"R",330,"R",28741234,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",556800,"R",157,"R",17188434,"R",25,"R",2165519,"R",16,"R",1547214,"R",41,"R",2970263,"Z",0,"Z",0,"R",35,"R",1633046,"Z",0,"Z",0,"R",46,"R",2679958,"Z",0,"Z",0,"Z",0,"Z",0
192712,"R",127,"R",10976248,"Z",0,"Z",0,"Z",0,"Z",0,"R",26,"R",1736275,"R",29,"R",4724725,"R",6,"R",426400,"R",5,"R",385833,"R",25,"R",1514030,"R",1,"R",68300,"R",15,"R",980885,"R",1,"R",54000,"R",19,"R",1085800,"Z",0,"Z",0,"Z",0,"Z",0
192749,"R",180,"R",13573211,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",754437,"R",78,"R",7307167,"R",4,"R",296927,"R",2,"R",129540,"R",24,"R",1428839,"R",4,"R",252477,"R",3,"R",136220,"Z",0,"Z",0,"R",43,"R",2667739,"R",10,"R",599865,"Z",0,"Z",0
192785,"R",53,"R",3544329,"R",2,"R",167000,"Z",0,"Z",0,"R",6,"R",329108,"R",13,"R",1540973,"R",8,"R",487138,"R",5,"R",235375,"R",3,"R",155003,"Z",0,"Z",0,"R",5,"R",249476,"Z",0,"Z",0,"R",11,"R",380256,"Z",0,"Z",0,"Z",0,"Z",0
192819,"R",588,"R",46291118,"Z",0,"Z",0,"Z",0,"Z",0,"R",26,"R",1862174,"R",125,"R",16466384,"R",31,"R",2699820,"R",45,"R",3617952,"R",95,"R",6646715,"R",12,"R",768180,"R",127,"R",7224579,"Z",0,"Z",0,"R",105,"R",5521734,"R",21,"R",1438008,"R",1,"R",45572
192864,"R",151,"R",12280182,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",1136830,"R",39,"R",4981310,"R",15,"R",1175037,"R",20,"R",1537999,"R",20,"R",1331378,"Z",0,"Z",0,"R",19,"R",1066031,"Z",0,"Z",0,"R",19,"R",1051597,"Z",0,"Z",0,"Z",0,"Z",0
192925,"R",111,"R",5809779,"Z",0,"Z",0,"Z",0,"Z",0,"R",30,"R",1279193,"R",22,"R",1865955,"R",7,"R",248305,"R",6,"R",340022,"R",20,"R",933785,"R",7,"R",284396,"R",1,"R",60000,"R",8,"R",383875,"R",10,"R",414248,"Z",0,"Z",0,"Z",0,"Z",0
192961,"R",7,"R",430308,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",118155,"R",3,"R",210153,"R",1,"R",63000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",39000,"Z",0,"Z",0,"Z",0,"Z",0
193016,"R",414,"R",30478348,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",312623,"R",174,"R",18755865,"R",60,"R",3399168,"R",21,"R",1187374,"R",5,"R",203935,"Z",0,"Z",0,"R",6,"R",335473,"Z",0,"Z",0,"R",129,"R",6283910,"Z",0,"Z",0,"Z",0,"Z",0
193052,"R",7,"R",208315,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",39000,"R",2,"R",94320,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",37440,"Z",0,"Z",0,"R",2,"R",37555,"Z",0,"Z",0,"Z",0,"Z",0
193061,"R",2,"R",140275,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",140275,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
193070,"R",2,"R",35200,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",35200,"Z",0,"Z",0,"Z",0,"Z",0
193201,"R",29,"R",1675921,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",879258,"R",1,"R",130000,"Z",0,"Z",0,"R",2,"R",118709,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",105658,"R",5,"R",338421,"R",2,"R",103875,"Z",0,"Z",0,"Z",0,"Z",0
193247,"R",15,"B",,"Z",0,"A",,"Z",0,"A",,"Z",0,"A",,"R",3,"R",276926,"R",2,"R",45303,"Z",0,"A",,"Z",0,"A",,"Z",0,"A",,"R",5,"B",,"Z",0,"A",,"R",1,"R",28280,"R",4,"R",140668,"Z",0,"A",
193283,"R",269,"R",16101251,"Z",0,"Z",0,"Z",0,"Z",0,"R",45,"R",2459219,"R",55,"R",5238457,"R",12,"R",687824,"R",14,"R",859833,"R",36,"R",2105071,"R",1,"R",64574,"R",49,"R",2103915,"Z",0,"Z",0,"R",55,"R",2456711,"R",1,"R",71176,"R",1,"R",54471
193292,"R",391,"R",26614108,"Z",0,"Z",0,"Z",0,"Z",0,"R",43,"R",2763487,"R",89,"R",10840195,"R",48,"R",2912565,"R",19,"R",1158209,"R",21,"R",1341454,"R",3,"R",221343,"R",57,"R",2111548,"Z",0,"Z",0,"R",96,"R",4489283,"R",14,"R",715599,"R",1,"R",60425
193308,"R",292,"R",22412968,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",220355,"R",33,"R",5553759,"R",17,"R",1421831,"R",11,"R",956001,"R",141,"R",9801629,"Z",0,"Z",0,"R",46,"R",2259266,"Z",0,"Z",0,"R",41,"R",2200127,"Z",0,"Z",0,"Z",0,"Z",0
193326,"R",509,"R",32753252,"Z",0,"Z",0,"Z",0,"Z",0,"R",41,"R",2459545,"R",120,"R",10257548,"R",26,"R",1947681,"R",63,"R",4309253,"R",27,"R",1966907,"R",2,"R",125449,"R",92,"R",4202776,"Z",0,"Z",0,"R",100,"R",5160130,"R",28,"R",1792129,"R",10,"R",531834
193353,"R",221,"R",12896563,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",719847,"R",43,"R",4280364,"R",15,"R",841425,"R",18,"R",1053389,"R",32,"R",1793962,"R",3,"R",177110,"R",52,"R",2059285,"R",1,"R",70000,"R",37,"R",1591323,"R",7,"R",309858,"Z",0,"Z",0
