UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
101295,"R",3750,"R",1170,"R",125,"R",3750,"R",1170,"R",125,"R",7500,"R",1170,"R",250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3930,"R",870,"R",4800,"R",3990,"R",870,"R",4860,"R",3690,"R",1170,"R",4860,"R",3750,"R",1170,"R",4920,.,.,"R",3930,"R",870,"R",4800,"R",3990,"R",870,"R",4860,"R",3690,"R",1170,"R",4860,"R",3750,"R",1170,"R",4920,.,.,"R",7860,"R",870,"R",8730,"R",7980,"R",870,"R",8850,"R",7380,"R",1170,"R",8550,"R",7500,"R",1170,"R",8670,.,.,"R",1600,"R",1600,"R",1600,"R",2000,"R",4900,"R",4900,"R",4900,"R",4900,"R",4160,"R",4560,"R",6160,"R",8720,"R",7400,"R",8800,"R",12080,"R",13540,"R",4160,"R",4560,"R",6160,"R",8720,"R",4160,"R",4560,"R",6160,"R",8720
101301,"R",3750,"R",870,"R",125,"R",3750,"R",870,"R",125,"R",7500,"R",870,"R",250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3930,"R",570,"R",4500,"R",3990,"R",570,"R",4560,"R",3690,"R",870,"R",4560,"R",3750,"R",870,"R",4620,.,.,"R",3930,"R",570,"R",4500,"R",3990,"R",570,"R",4560,"R",3690,"R",870,"R",4560,"R",3750,"R",870,"R",4620,.,.,"R",7860,"R",570,"R",8430,"R",7980,"R",570,"R",8550,"R",7380,"R",870,"R",8250,"R",7500,"R",870,"R",8370,.,.,"R",2500,"R",2500,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7400,"R",7400,"R",7400,"R",7400,"R",1000,"R",1000,"R",1000,"R",1000,"R",1000,"R",1000,"R",1000,"R",1000
101365,"R",11820,"R",930,"R",495,"R",11820,"R",930,"R",495,"R",11820,"R",930,"R",495,"R",9520,"R",930,"R",595,"R",9520,"R",930,"R",595,"R",9520,"R",930,"R",595,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13320,"R",880,"R",14200,"R",13320,"R",880,"R",14200,"R",13320,"R",880,"R",14200,"R",11820,"R",930,"R",12750,.,.,"R",13320,"R",880,"R",14200,"R",13320,"R",880,"R",14200,"R",13320,"R",880,"R",14200,"R",11820,"R",930,"R",12750,.,.,"R",13320,"R",880,"R",14200,"R",13320,"R",880,"R",14200,"R",13320,"R",880,"R",14200,"R",11820,"R",930,"R",12750,.,.,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10314,"R",11232,"R",9243,"R",9243,"R",5805,"R",6318,"R",5202,"R",5202,"R",8064,"R",8775,"R",2601,"R",2601
101435,"R",26800,"R",1499,"R",978,"R",26800,"R",1499,"R",978,"R",26800,"R",1499,"R",978,"R",22500,"R",300,"A",.,"R",22500,"R",300,"A",.,"R",22500,"R",300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",25900,"R",1500,"R",27400,"R",26400,"R",1500,"R",27900,"R",26400,"R",1500,"R",27900,"R",26850,"R",1500,"R",28350,.,.,"R",25900,"R",1500,"R",27400,"R",26400,"R",1500,"R",27900,"R",26400,"R",1500,"R",27900,"R",26850,"R",1500,"R",28350,.,.,"R",25900,"R",1500,"R",27400,"R",26400,"R",1500,"R",27900,"R",26400,"R",1500,"R",27900,"R",26850,"R",1500,"R",28350,.,.,"R",300,"R",300,"R",300,"R",300,"R",9950,"R",10150,"R",10460,"R",10772,"R",1035,"R",2068,"R",2068,"R",2068,"R",7950,"R",10150,"R",9460,"R",8772,"R",1035,"R",2068,"R",2068,"R",2068,"R",2035,"R",2068,"R",2068,"R",2068
101453,"R",10152,"R",1480,"R",423,"R",10152,"R",1480,"R",423,"R",10152,"R",1480,"R",423,"R",4482,"R",630,"R",249,"R",4482,"R",630,"R",249,"R",4482,"R",630,"R",249,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10152,"R",1380,"R",11532,"R",10152,"R",1380,"R",11532,"R",10152,"R",1480,"R",11632,"R",10152,"R",1480,"R",11632,.,.,"R",10152,"R",1380,"R",11532,"R",10152,"R",1380,"R",11532,"R",10152,"R",1480,"R",11632,"R",10152,"R",1480,"R",11632,.,.,"R",10152,"R",1380,"R",11532,"R",10152,"R",1380,"R",11532,"R",10152,"R",1480,"R",11632,"R",10152,"R",1480,"R",11632,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",5745,"R",5745,"R",5822,"R",6540,"R",3186,"R",2466,"R",2529,"R",2565,"R",12663,"R",13932,"R",14490,"R",14940,"R",4428,"R",3897,"R",4005,"R",4077,"R",3744,"R",3492,"R",3591,"R",3672
101462,"R",3750,"R",1140,"R",125,"R",3750,"R",1140,"R",125,"R",7500,"R",1140,"R",250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3930,"R",840,"R",4770,"R",3990,"R",840,"R",4830,"R",3690,"R",1140,"R",4830,"R",3750,"R",1140,"R",4890,.,.,"R",3930,"R",840,"R",4770,"R",3990,"R",840,"R",4830,"R",3690,"R",1140,"R",4830,"R",3750,"R",1140,"R",4890,.,.,"R",7860,"R",840,"R",8700,"R",7980,"R",840,"R",8820,"R",7380,"R",1140,"R",8520,"R",7500,"R",1140,"R",8640,.,.,"R",2000,"R",2000,"R",2000,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6300,"R",6300,"R",6300,"R",8100,"R",2400,"R",2400,"R",2800,"R",3900,"R",2400,"R",2400,"R",2400,"R",2400
101471,"R",3990,"R",690,"R",123,"R",3990,"R",690,"R",123,"R",3990,"R",690,"R",123,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4716,"R",684,"R",5400,"R",4788,"R",684,"R",5472,"R",4788,"R",684,"R",5472,"R",3990,"R",870,"R",4860,.,.,"R",4716,"R",684,"R",5400,"R",4788,"R",684,"R",5472,"R",4788,"R",684,"R",5472,"R",3990,"R",870,"R",4860,.,.,"R",4716,"R",684,"R",5400,"R",4788,"R",684,"R",5472,"R",4788,"R",684,"R",5472,"R",3990,"R",870,"R",4860,.,.,"R",612,"R",612,"R",612,"R",510,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101480,"R",9990,"R",1962,"R",333,"R",9990,"R",1962,"R",333,"R",19950,"R",1962,"R",665,"R",9840,"R",1000,"R",410,"R",9840,"R",1000,"R",410,"R",19680,"R",1000,"R",820,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9720,"R",1400,"R",11120,"R",9720,"R",1400,"R",11120,"R",9720,"R",1400,"R",11120,"R",9990,"R",1962,"R",11952,.,.,"R",9720,"R",1400,"R",11120,"R",9720,"R",1400,"R",11120,"R",9720,"R",1400,"R",11120,"R",9990,"R",1962,"R",11952,.,.,"R",19440,"R",1400,"R",20840,"R",19440,"R",1400,"R",20840,"R",19440,"R",1400,"R",20840,"R",19950,"R",1962,"R",21912,.,.,"R",1204,"R",1196,"R",1196,"R",998,"R",8000,"R",8110,"R",8320,"R",8640,"R",1507,"R",2003,"R",1997,"R",2400,"R",11367,"R",9648,"R",9927,"R",9972,"R",2753,"R",2692,"R",2680,"R",3318,"R",4882,"R",4843,"R",4812,"R",3318
101505,"R",3990,"R",1230,"R",133,"R",3990,"R",1230,"R",133,"R",7680,"R",1230,"R",256,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4860,"R",930,"R",5790,"R",4920,"R",930,"R",5850,"R",3690,"R",1230,"R",4920,"R",3990,"R",1230,"R",5220,.,.,"R",4860,"R",930,"R",5790,"R",4920,"R",930,"R",5850,"R",3690,"R",1230,"R",4920,"R",3990,"R",1230,"R",5220,.,.,"R",8790,"R",930,"R",9720,"R",8910,"R",930,"R",9840,"R",7380,"R",1230,"R",8610,"R",7680,"R",1230,"R",8910,.,.,"R",2162,"R",1614,"R",1552,"R",1444,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14184,"R",14580,"R",15066,"R",15921,"R",4850,"R",4826,"R",4759,"R",4871,"R",4850,"R",4826,"R",4759,"R",4871
101514,"R",3750,"R",1250,"R",125,"R",3750,"R",1250,"R",125,"R",7500,"R",1250,"R",250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3930,"R",950,"R",4880,"R",3990,"R",950,"R",4940,"R",3690,"R",1250,"R",4940,"R",3750,"R",1250,"R",5000,.,.,"R",3930,"R",950,"R",4880,"R",3990,"R",950,"R",4940,"R",3690,"R",1250,"R",4940,"R",3750,"R",1250,"R",5000,.,.,"R",7860,"R",950,"R",8810,"R",7980,"R",950,"R",8930,"R",7380,"R",1250,"R",8630,"R",7500,"R",1250,"R",8750,.,.,"R",2500,"R",2650,"R",2650,"R",2650,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4500,"R",4500,"R",4500,"R",5500,"R",3200,"R",3200,"R",3200,"R",4200,"R",3200,"R",3200,"R",3200,"R",4200
101569,"R",3750,"R",1170,"R",125,"R",3750,"R",1170,"R",125,"R",7500,"R",1170,"R",250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3930,"R",870,"R",4800,"R",3990,"R",870,"R",4860,"R",3690,"R",1170,"R",4860,"R",3750,"R",1170,"R",4920,.,.,"R",3930,"R",870,"R",4800,"R",3990,"R",870,"R",4860,"R",3690,"R",1170,"R",4860,"R",3750,"R",1170,"R",4920,.,.,"R",7860,"R",870,"R",8730,"R",7980,"R",870,"R",8850,"R",7380,"R",1170,"R",8550,"R",7500,"R",1170,"R",8670,.,.,"R",2300,"R",2300,"R",2300,"R",2300,"R",4760,"R",4760,"R",4760,"R",4760,"R",3000,"R",3000,"R",3000,"R",3000,"R",7560,"R",7560,"R",7560,"R",7560,"R",5807,"R",5807,"R",5807,"R",5807,"R",5807,"R",5807,"R",5807,"R",5807
101587,"R",9100,"R",1890,"R",352,"R",9100,"R",1890,"R",352,"R",18200,"R",1890,"R",650,"R",6678,"R",190,"R",371,"R",6678,"R",190,"R",371,"R",13356,"R",190,"R",742,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9100,"R",1890,"R",10990,"R",9100,"R",1890,"R",10990,"R",9100,"R",1890,"R",10990,"R",9100,"R",1890,"R",10990,.,.,"R",9100,"R",1890,"R",10990,"R",9100,"R",1890,"R",10990,"R",9100,"R",1890,"R",10990,"R",9100,"R",1890,"R",10990,.,.,"R",18200,"R",1890,"R",20090,"R",18200,"R",1890,"R",20090,"R",18200,"R",1890,"R",20090,"R",18200,"R",1890,"R",20090,.,.,"R",1200,"R",1250,"R",1216,"R",1216,"R",7510,"R",7510,"R",7594,"R",7820,"R",3505,"R",3505,"R",3505,"R",3600,"R",7200,"R",7200,"R",7200,"R",7200,"R",3505,"R",3505,"R",3505,"R",3600,"R",3505,"R",3505,"R",3505,"R",3600
101602,"R",3750,"R",1170,"R",125,"R",3750,"R",1170,"R",125,"R",7500,"R",1170,"R",250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3930,"R",870,"R",4800,"R",3990,"R",870,"R",4860,"R",3690,"R",930,"R",4620,"R",3750,"R",1170,"R",4920,.,.,"R",3930,"R",870,"R",4800,"R",3990,"R",870,"R",4860,"R",3690,"R",930,"R",4620,"R",3750,"R",1170,"R",4920,.,.,"R",7860,"R",870,"R",8730,"R",7980,"R",870,"R",8850,"R",7380,"R",930,"R",8310,"R",7500,"R",1170,"R",8670,.,.,"R",1192,"R",1192,"R",1192,"R",1192,"R",5550,"R",5550,"R",5550,"R",5550,"R",3625,"R",3625,"R",3625,"R",3625,"R",9450,"R",9450,"R",9450,"R",9450,"R",3625,"R",3625,"R",3625,"R",3625,"R",3625,"R",3625,"R",3625,"R",3625
101648,"R",6000,"R",3538,"R",200,"R",6000,"R",3538,"R",200,"R",12000,"R",3538,"R",400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6000,"R",3418,"R",9418,"R",6000,"R",3418,"R",9418,"R",6000,"R",3218,"R",9218,"R",6000,"R",3538,"R",9538,.,.,"R",6000,"R",3418,"R",9418,"R",6000,"R",3418,"R",9418,"R",6000,"R",3218,"R",9218,"R",6000,"R",3538,"R",9538,.,.,"R",12000,"R",3418,"R",15418,"R",12000,"R",3418,"R",15418,"R",12000,"R",3218,"R",15218,"R",12000,"R",3538,"R",15538,.,.,"R",1800,"R",1800,"R",1800,"R",1800,"R",4950,"R",4950,"R",4950,"R",4950,"R",2400,"R",2400,"R",2400,"R",2170,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101675,"R",11164,"R",1550,"R",470,"R",11164,"R",1550,"R",470,"R",11164,"R",1550,"R",470,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11164,"R",1300,"R",12464,"R",11164,"R",1550,"R",12714,"R",11164,"R",1300,"R",12464,"R",11164,"R",1550,"R",12714,.,.,"R",11164,"R",1300,"R",12464,"R",11164,"R",1550,"R",12714,"R",11164,"R",1300,"R",12464,"R",11164,"R",1550,"R",12714,.,.,"R",11164,"R",1300,"R",12464,"R",11164,"R",1550,"R",12714,"R",11164,"R",1300,"R",12464,"R",11164,"R",1550,"R",12714,.,.,"R",250,"R",250,"R",250,"R",250,"R",7348,"R",7348,"R",7348,"R",7348,"R",2832,"R",2832,"R",2832,"R",2832,"R",10845,"R",10845,"R",10845,"R",10845,"R",2992,"R",2992,"R",2992,"R",2992,"R",2992,"R",2992,"R",2992,"R",2992
101693,"R",23860,"R",1920,"R",855,"R",23860,"R",1920,"R",855,"R",23860,"R",1920,"R",855,"R",13405,"R",630,"R",550,"R",13405,"R",630,"R",550,"R",13405,"R",630,"R",550,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",22250,"R",1610,"R",23860,"R",22700,"R",1610,"R",24310,"R",23160,"R",1695,"R",24855,"R",23860,"R",2020,"R",25880,.,.,"R",22250,"R",1610,"R",23860,"R",22700,"R",1610,"R",24310,"R",23160,"R",1695,"R",24855,"R",23860,"R",2020,"R",25880,.,.,"R",22250,"R",1610,"R",23860,"R",22700,"R",1610,"R",24310,"R",23160,"R",1695,"R",24855,"R",23860,"R",2020,"R",25880,.,.,"R",1800,"R",1800,"R",1800,"R",1800,"R",9700,"R",9886,"R",10088,"R",10676,"R",4750,"R",4750,"R",4750,"R",4750,"R",9000,"R",9000,"R",9000,"R",9000,"R",4800,"R",4800,"R",4800,"R",4800,"R",4800,"R",4800,"R",4800,"R",4800
101709,"R",12090,"R",1620,"R",403,"R",12090,"R",1620,"R",403,"R",25110,"R",1620,"R",837,"R",10512,"R",1404,"R",438,"R",10512,"R",1404,"R",438,"R",25128,"R",1404,"R",1047,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12090,"R",1618,"R",13708,"R",12090,"R",1620,"R",13710,"R",12090,"R",1620,"R",13710,"R",12090,"R",1620,"R",13710,.,.,"R",12090,"R",1618,"R",13708,"R",12090,"R",1620,"R",13710,"R",12090,"R",1620,"R",13710,"R",12090,"R",1620,"R",13710,.,.,"R",25110,"R",1618,"R",26728,"R",25110,"R",1620,"R",26730,"R",25110,"R",1620,"R",26730,"R",25110,"R",1620,"R",26730,.,.,"R",1020,"R",1020,"R",1020,"R",1020,"R",9810,"R",9810,"R",9936,"R",10135,"R",3180,"R",3180,"R",3180,"R",3180,"R",9810,"R",9810,"R",9810,"R",10135,"R",3180,"R",5984,"R",3180,"R",3180,"R",3380,"R",6085,"R",3380,"R",3440
101736,"R",3750,"R",1261,"R",125,"R",3750,"R",1261,"R",125,"R",7500,"R",1261,"R",250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3930,"R",841,"R",4771,"R",3990,"R",841,"R",4831,"R",3690,"R",1141,"R",4831,"R",3750,"R",1261,"R",5011,.,.,"R",3930,"R",841,"R",4771,"R",3990,"R",841,"R",4831,"R",3690,"R",1141,"R",4831,"R",3750,"R",1261,"R",5011,.,.,"R",7860,"R",841,"R",8701,"R",7980,"R",841,"R",8821,"R",7380,"R",1141,"R",8521,"R",7500,"R",1261,"R",8761,.,.,"R",2000,"R",1600,"R",1600,"R",1600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5500,"R",5625,"R",5500,"R",5500,"R",4370,"R",2460,"R",4370,"R",4370,"R",5826,"R",2310,"R",3060,"R",3060
