UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
233949,"R",4680,"R",423,"R",156,"R",4680,"R",423,"R",156,"R",9978,"R",1128,"R",333,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4680,"R",675,"R",5355,"R",4680,"R",675,"R",5355,"R",4680,"R",675,"R",5355,"R",4680,"R",423,"R",5103,.,.,"R",4680,"R",675,"R",5355,"R",4680,"R",675,"R",5355,"R",4680,"R",675,"R",5355,"R",4680,"R",423,"R",5103,.,.,"R",9978,"R",1380,"R",11358,"R",9978,"R",1380,"R",11358,"R",9978,"R",1380,"R",11358,"R",9978,"R",1128,"R",11106,.,.,"R",1500,"R",1500,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6936,"R",6936,"R",6936,"R",6936,"R",4086,"R",4086,"R",4086,"R",4086,"R",4086,"R",4086,"R",4086,"R",4086
234030,"R",12472,"R",3170,"R",430,"R",12472,"R",3170,"R",430,"R",33728,"R",3860,"R",1163,"R",12618,"R",3136,"R",723,"R",12618,"R",3136,"R",723,"R",25956,"R",3826,"R",1486,"Y",.,"Y",.,"Y",.,"Y",.,"R",43279,"R",18645,"R",76258,"R",19335,"R",34427,"R",3546,"R",57710,"R",4236,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",29227,"R",3451,"R",42118,"R",4141,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",12094,"R",2502,"R",14596,"R",12094,"R",2616,"R",14710,"R",12094,"R",3225,"R",15319,"R",12458,"R",3370,"R",15828,.,.,"R",12094,"R",2502,"R",14596,"R",12094,"R",2616,"R",14710,"R",12094,"R",3225,"R",15319,"R",12458,"R",3370,"R",15828,.,.,"R",32742,"R",3162,"R",35904,"R",32742,"R",3306,"R",36048,"R",32742,"R",3915,"R",36657,"R",33726,"R",4060,"R",37786,.,.,"R",2860,"R",1500,"R",1240,"R",1240,"R",11506,"R",11504,"R",12279,"R",12279,"R",3760,"R",5283,"R",5270,"R",5720,"R",11506,"R",11504,"R",12730,"R",12730,"R",3760,"R",5283,"R",7572,"R",7572,"R",3760,"R",5283,"R",7572,"R",7572
234076,"R",18059,"R",3366,"R",617,"R",18059,"R",3366,"R",617,"R",53325,"R",4049,"R",1791,"R",18382,"R",3360,"R",827,"R",18382,"R",3360,"R",827,"R",30790,"R",4042,"R",1394,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",46045,"R",3402,"R",57793,"R",4084,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",65110,"R",3390,"R",67428,"R",4072,"R",14836,"R",2962,"R",17798,"R",15840,"R",3120,"R",18960,"R",16010,"R",3234,"R",19244,"R",16980,"R",3362,"R",20342,0,.,"R",14836,"R",2962,"R",17798,"R",15840,"R",3120,"R",18960,"R",16010,"R",3234,"R",19244,"R",16980,"R",3362,"R",20342,0,.,"R",47257,"R",3643,"R",50900,"R",49041,"R",3802,"R",52843,"R",49710,"R",3916,"R",53626,"R",51870,"R",4044,"R",55914,.,.,"R",1384,"R",1356,"R",1396,"R",1400,"R",11950,"R",12350,"R",12660,"R",12890,"R",2962,"R",2998,"R",3014,"R",3500,"R",11950,"R",12350,"R",12660,"R",12890,"R",2962,"R",2998,"R",3014,"R",3500,"R",2552,"R",2568,"R",2584,"R",3000
234085,"R",9782,"R",10132,"A",.,"R",9782,"R",10132,"A",.,"R",39590,"R",10132,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9284,"R",9834,"R",19118,"R",9562,"R",9648,"R",19210,"R",9782,"R",9888,"R",19670,"R",9782,"R",10132,"R",19914,.,.,"R",9284,"R",9834,"R",19118,"R",9562,"R",9648,"R",19210,"R",9782,"R",9888,"R",19670,"R",9782,"R",10132,"R",19914,.,.,"R",36128,"R",9834,"R",45962,"R",37572,"R",9648,"R",47220,"R",38436,"R",9888,"R",48324,"R",39590,"R",10132,"R",49722,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",9766,"R",10060,"R",10362,"R",10674,"R",2150,"R",2150,"R",2150,"R",2150,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
234137,"R",8200,"R",1200,"R",342,"R",8200,"R",1200,"R",342,"R",8200,"R",1200,"R",342,"R",8936,"R",1200,"R",372,"R",8936,"R",1200,"R",372,"R",8936,"R",1200,"R",372,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8200,"R",800,"R",9000,"R",8200,"R",400,"R",8600,"R",8936,"R",1200,"R",10136,"R",8200,"R",1200,"R",9400,.,.,"R",8200,"R",800,"R",9000,"R",8200,"R",400,"R",8600,"R",8936,"R",1200,"R",10136,"R",8200,"R",1200,"R",9400,.,.,"R",8200,"R",800,"R",9000,"R",8200,"R",400,"R",8600,"R",8936,"R",1200,"R",10136,"R",8200,"R",1200,"R",9400,.,.,"R",800,"R",800,"R",800,"R",800,"R",9400,"R",9400,"R",9400,"R",9400,"R",6129,"R",6129,"R",6129,"R",6129,"R",9400,"R",9400,"R",9400,"R",9400,"R",6129,"R",6129,"R",6129,"R",6129,"R",4302,"R",4302,"R",4302,"R",4302
234155,"R",5540,"R",4114,"R",395,"R",5540,"R",4114,"R",395,"R",16542,"R",4867,"R",902,"R",8375,"R",4114,"R",567,"R",8375,"R",4114,"R",567,"R",18627,"R",4867,"R",1080,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5540,"R",3614,"R",9154,"R",5540,"R",3614,"R",9154,"R",5540,"R",3614,"R",9154,"R",5540,"R",4114,"R",9654,.,.,"R",5540,"R",3614,"R",9154,"R",5540,"R",3614,"R",9154,"R",5540,"R",3614,"R",9154,"R",5540,"R",4114,"R",9654,.,.,"R",16542,"R",4367,"R",20909,"R",16542,"R",4367,"R",20909,"R",16542,"R",4367,"R",20909,"R",16542,"R",4867,"R",21409,.,.,"R",1300,"R",1300,"R",1300,"R",1300,"R",11544,"R",11544,"R",11544,"R",11544,"R",1675,"R",1675,"R",1675,"R",1675,"R",11544,"R",11544,"R",11544,"R",11544,"R",1675,"R",1675,"R",1675,"R",1675,"R",6507,"R",6507,"R",6507,"R",6507
234164,"R",10530,"R",3775,"R",482,"R",10530,"R",3775,"R",482,"R",10530,"R",3775,"R",482,"R",11275,"R",3775,"R",451,"R",11275,"R",3775,"R",451,"R",11275,"R",3775,"R",451,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15530,"R",2331,"R",17861,"R",10530,"R",3000,"R",13530,"R",10530,"R",3000,"R",13530,"R",10530,"R",3775,"R",14305,.,.,"R",15530,"R",2331,"R",17861,"R",10530,"R",3000,"R",13530,"R",10530,"R",3000,"R",13530,"R",10530,"R",3775,"R",14305,.,.,"R",15530,"R",2331,"R",17861,"R",10530,"R",3000,"R",13530,"R",10530,"R",3000,"R",13530,"R",10530,"R",3775,"R",14305,.,.,"R",2000,"R",2000,"R",2000,"R",2000,"R",8598,"R",9358,"R",9358,"R",9286,"R",3720,"R",5000,"R",5000,"R",5000,"R",7404,"R",5000,"R",5000,"R",5000,"R",6566,"R",5000,"R",5000,"R",5000,"R",6566,"R",7500,"R",7500,"R",7500
234173,"R",36010,"R",950,"R",1500,"R",36010,"R",950,"R",1500,"R",36010,"R",950,"R",1500,"R",8982,"R",0,"R",499,"R",8982,"Z",0,"R",499,"R",8982,"Z",0,"R",499,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",36010,"R",850,"R",36860,"R",36010,"R",900,"R",36910,"R",36010,"R",900,"R",36910,"R",36010,"R",900,"R",36910,.,.,"R",36010,"R",850,"R",36860,"R",36010,"R",900,"R",36910,"R",36010,"R",900,"R",36910,"R",36010,"R",900,"R",36910,.,.,"R",36010,"R",850,"R",36860,"R",36010,"R",900,"R",36910,"R",36010,"R",900,"R",36910,"R",36010,"R",900,"R",36910,.,.,"R",1500,"R",1500,"R",1500,"R",1500,"R",9581,"R",9917,"R",10264,"R",11070,"R",3100,"R",3100,"R",3100,"R",3100,"R",9581,"R",9917,"R",10364,"R",11070,"R",3220,"R",3220,"R",3220,"R",3220,"R",3220,"R",3220,"R",3220,"R",3220
234207,"R",60590,"R",1160,"R",2020,"R",60590,"R",1160,"R",2020,"R",60590,"R",1160,"R",2020,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",52080,"R",1380,"R",52080,"R",1380,"R",53730,"R",1100,"R",54830,"R",56170,"R",1115,"R",57285,"R",58260,"R",1120,"R",59380,"R",60590,"R",1160,"R",61750,.,.,"R",53730,"R",1100,"R",54830,"R",56170,"R",1115,"R",57285,"R",58260,"R",1120,"R",59380,"R",60590,"R",1160,"R",61750,.,.,"R",53730,"R",1100,"R",54830,"R",56170,"R",1115,"R",57285,"R",58260,"R",1120,"R",59380,"R",60590,"R",1160,"R",61750,.,.,"R",2010,"R",2220,"R",2250,"R",2024,"R",14845,"R",15810,"R",16270,"R",16920,"R",2215,"R",2285,"R",2400,"R",2296,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
234377,"R",4620,"R",105,"R",154,"R",4620,"R",105,"R",154,"R",9918,"R",810,"R",331,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4620,"R",105,"R",4725,"R",4620,"R",105,"R",4725,"R",4620,"R",105,"R",4725,"R",4620,"R",105,"R",4725,.,.,"R",4620,"R",105,"R",4725,"R",4620,"R",105,"R",4725,"R",4620,"R",105,"R",4725,"R",4620,"R",105,"R",4725,.,.,"R",9918,"R",810,"R",10728,"R",9918,"R",810,"R",10728,"R",9918,"R",810,"R",10728,"R",9918,"R",810,"R",10728,.,.,"R",1600,"R",1600,"R",1600,"R",1600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3000,"R",3000,"R",3000,"R",3000,"R",5140,"R",5140,"R",5140,"R",5140,"R",1000,"R",1000,"R",5140,"R",5140
234669,"R",3928,"R",231,"R",119,"R",3928,"R",231,"R",119,"R",9607,"R",231,"R",307,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3635,"R",231,"R",3866,"R",3727,"R",231,"R",3958,"R",3826,"R",231,"R",4057,"R",3928,"R",231,"R",4159,.,.,"R",3635,"R",231,"R",3866,"R",3727,"R",231,"R",3958,"R",3826,"R",231,"R",4057,"R",3928,"R",231,"R",4159,.,.,"R",9015,"R",231,"R",9246,"R",9118,"R",231,"R",9349,"R",9363,"R",231,"R",9594,"R",9607,"R",231,"R",9838,.,.,"R",900,"R",930,"R",942,"R",702,"R",12930,"R",13530,"R",13660,"R",17952,"R",3600,"R",3714,"R",3774,"R",3462,"R",10770,"R",11118,"R",11274,"R",16512,"R",3600,"R",3714,"R",3774,"R",3462,"R",3120,"R",3216,"R",3273,"R",3735
234696,"R",3102,"R",993,"R",86,"R",3102,"R",993,"R",86,"R",3881,"R",1476,"R",108,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2688,"R",1146,"R",3834,"R",2755,"R",1160,"R",3915,"R",2832,"R",1172,"R",4004,"R",3102,"R",993,"R",4095,.,.,"R",2688,"R",1146,"R",3834,"R",2755,"R",1160,"R",3915,"R",2832,"R",1172,"R",4004,"R",3102,"R",993,"R",4095,.,.,"R",7130,"R",1609,"R",8739,"R",3262,"R",1649,"R",4911,"R",3544,"R",1683,"R",5227,"R",3881,"R",1476,"R",5357,.,.,"R",1080,"R",1080,"R",942,"R",702,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10200,"R",10500,"R",10650,"R",16512,"R",3600,"R",3600,"R",3525,"R",3735,"R",3270,"R",3270,"R",3516,"R",3462
234711,"R",4458,"R",286,"R",99,"R",4458,"R",286,"R",99,"R",4948,"R",286,"R",109,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4127,"R",254,"R",4381,"R",4230,"R",254,"R",4484,"R",4343,"R",286,"R",4629,"R",4458,"R",286,"R",4744,.,.,"R",4127,"R",254,"R",4381,"R",4230,"R",254,"R",4484,"R",4343,"R",286,"R",4629,"R",4458,"R",286,"R",4744,.,.,"R",4576,"R",254,"R",4830,"R",4691,"R",254,"R",4945,"R",4812,"R",286,"R",5098,"R",4948,"R",286,"R",5234,.,.,"R",900,"R",930,"R",942,"R",702,"R",8100,"R",8364,"R",8484,"R",17952,"R",3570,"R",3690,"R",3744,"R",3735,"R",10170,"R",10500,"R",10650,"R",16512,"R",3720,"R",3876,"R",3933,"R",3735,"R",3120,"R",3630,"R",3681,"R",3735
234827,"R",6816,"R",2029,"R",227,"R",6816,"R",2029,"R",227,"R",23881,"R",2029,"R",796,"R",10401,"R",2029,"R",347,"R",10401,"R",2029,"R",347,"R",24361,"R",2029,"R",812,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6318,"R",1955,"R",8273,"R",6475,"R",1969,"R",8444,"R",6656,"R",2029,"R",8685,"R",6816,"R",2029,"R",8845,.,.,"R",6318,"R",1955,"R",8273,"R",6475,"R",1969,"R",8444,"R",6656,"R",2029,"R",8685,"R",6816,"R",2029,"R",8845,.,.,"R",21999,"R",1955,"R",23954,"R",22551,"R",1969,"R",24520,"R",23184,"R",2029,"R",25213,"R",23881,"R",2029,"R",25910,.,.,"R",900,"R",900,"R",900,"R",900,"R",12637,"R",13787,"R",13938,"R",13645,"R",2922,"R",2922,"R",2922,"R",2922,"R",8100,"R",9276,"R",9741,"R",9741,"R",2922,"R",2922,"R",2922,"R",2922,"R",2922,"R",2922,"R",2922,"R",2922
234845,"R",4458,"R",433,"R",119,"R",4458,"R",433,"R",119,"R",4948,"R",433,"R",135,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4126,"R",416,"R",4542,"R",4230,"R",422,"R",4652,"R",4343,"R",427,"R",4770,"R",4458,"R",433,"R",4891,.,.,"R",4126,"R",416,"R",4542,"R",4230,"R",422,"R",4652,"R",4343,"R",427,"R",4770,"R",4458,"R",433,"R",4891,.,.,"R",4575,"R",416,"R",4991,"R",4691,"R",422,"R",5113,"R",4812,"R",427,"R",5239,"R",4948,"R",433,"R",5381,.,.,"R",900,"R",930,"R",942,"R",702,"R",10770,"R",11118,"R",11274,"R",16545,"R",3510,"R",3720,"R",3774,"R",3735,"R",10770,"R",11118,"R",11274,"R",16545,"R",3510,"R",3720,"R",3774,"R",3735,"R",3120,"R",3222,"R",3273,"R",3465
234915,"R",13558,"R",0,"R",433,"R",13558,"Z",0,"R",433,"R",13558,"Z",0,"R",433,"R",11812,"R",0,"R",695,"R",11812,"Z",0,"R",695,"R",11812,"Z",0,"R",695,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
234933,"R",4203,"R",326,"R",123,"R",4203,"R",326,"R",123,"R",9807,"R",326,"R",311,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3618,"R",261,"R",3879,"R",3631,"R",326,"R",3957,"R",4203,"R",326,"R",4529,"R",4203,"R",326,"R",4529,.,.,"R",3618,"R",261,"R",3879,"R",3631,"R",326,"R",3957,"R",4203,"R",326,"R",4529,"R",4203,"R",326,"R",4529,.,.,"R",8997,"R",261,"R",9258,"R",9392,"R",326,"R",9718,"R",9807,"R",326,"R",10133,"R",9807,"R",326,"R",10133,.,.,"R",900,"R",870,"R",870,"R",702,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10770,"R",10440,"R",10440,"R",16512,"R",3600,"R",3510,"R",3510,"R",3795,"R",3120,"R",3030,"R",3030,"R",3522
234951,"R",5277,"R",702,"R",119,"R",5277,"R",702,"R",119,"R",5277,"R",702,"R",119,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5040,"R",700,"R",5740,"R",5040,"R",700,"R",5740,"R",5040,"R",700,"R",5740,"R",5277,"R",632,"R",5909,.,.,"R",5040,"R",700,"R",5740,"R",5040,"R",700,"R",5740,"R",5040,"R",700,"R",5740,"R",5277,"R",632,"R",5909,.,.,"R",5040,"R",700,"R",5740,"R",5040,"R",700,"R",5740,"R",5040,"R",700,"R",5740,"R",5277,"R",632,"R",5909,.,.,"R",840,"R",840,"R",840,"R",702,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9690,"R",9690,"R",9690,"R",16512,"R",3210,"R",3210,"R",3210,"R",3735,"R",3390,"R",3390,"R",3390,"R",3744
