UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
447980,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10,"R",0,"R",10,"R",5,"R",50,"R",5,"R",50,"R",1,"R",9,"R",1,"R",0,"R",6,"R",67
447999,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",54,"R",0,"R",54,"R",35,"R",65,"R",35,"R",65,"Z",0,"R",54,"R",0,"Z",0,"R",35,"R",65
448026,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",85,"R",0,"R",85,"R",35,"R",41,"R",73,"R",86,"Z",0,"R",85,"R",0,"Z",0,"R",73,"R",86
448071,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",36,"R",0,"R",36,"R",2,"R",6,"R",30,"R",83,"Z",0,"R",36,"R",0,"Z",0,"R",30,"R",83
448123,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",203,"R",0,"R",203,"R",10,"R",5,"R",132,"R",65,"Z",0,"R",203,"R",0,"Z",0,"R",132,"R",65
448196,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",18,"R",0,"R",18,"R",10,"R",56,"R",13,"R",72,"Z",0,"R",18,"R",0,"Z",0,"R",13,"R",72
448220,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",0,"R",0,"R",13,"R",87,"Z",0,"R",15,"R",0,"Z",0,"R",13,"R",87
448248,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",214,"R",3,"R",211,"R",145,"R",69,"R",162,"R",77,"R",0,"R",211,"R",6,"R",0,"R",168,"R",80
448257,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",0,"R",0,"R",28,"R",93,"Z",0,"R",30,"R",0,"Z",0,"R",28,"R",93
448275,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25,"R",0,"R",25,"R",21,"R",84,"R",21,"R",84,"Z",0,"R",25,"R",0,"Z",0,"R",21,"R",84
448372,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",22,"R",0,"R",22,"R",18,"R",82,"R",18,"R",82,"R",0,"R",22,"R",0,"R",0,"R",18,"R",82
448424,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",19,"R",68,"R",25,"R",89,"Z",0,"R",28,"R",0,"Z",0,"R",25,"R",89
448433,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",670,"R",5,"R",665,"R",115,"R",17,"R",359,"R",54,"R",0,"R",665,"R",25,"R",1,"R",384,"R",58
448594,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",457,"R",0,"R",457,"R",101,"R",22,"R",174,"R",38,"R",0,"R",457,"R",26,"R",27,"R",200,"R",44
448600,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",36,"R",0,"R",36,"R",11,"R",31,"R",16,"R",44,"R",0,"R",36,"R",1,"R",0,"R",17,"R",47
448619,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",53,"R",0,"R",53,"R",38,"R",72,"R",38,"R",72,"Z",0,"R",53,"R",0,"Z",0,"R",38,"R",72
448646,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",452,"R",3,"R",449,"R",275,"R",61,"R",318,"R",71,"Z",0,"R",449,"R",0,"Z",0,"R",318,"R",71
448673,"R",1,"R",0,"R",1,"R",1,"R",100,"R",1,"R",100,"Z",0,"R",1,"R",0,"Z",0,"R",1,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
448770,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",163,"R",0,"R",163,"R",71,"R",44,"R",82,"R",50,"Z",0,"R",163,"R",0,"Z",0,"R",82,"R",50
448798,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",78,"R",0,"R",78,"R",1,"R",1,"R",21,"R",27,"R",0,"R",78,"R",0,"Z",0,"R",21,"R",27
448859,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",38,"R",0,"R",38,"R",27,"R",71,"R",27,"R",71,"R",0,"R",38,"R",1,"R",0,"R",28,"R",74
448895,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",370,"R",0,"R",370,"R",6,"R",2,"R",159,"R",43,"Z",0,"R",370,"R",50,"Z",0,"R",209,"R",56
449038,"R",3,"R",0,"R",3,"R",2,"R",67,"R",2,"R",67,"Z",0,"R",3,"R",0,"Z",0,"R",2,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
449074,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",333,"R",0,"R",333,"R",63,"R",19,"R",225,"R",68,"R",0,"R",333,"R",13,"R",5,"R",238,"R",71
449083,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",281,"R",0,"R",281,"R",256,"R",91,"R",256,"R",91,"Z",0,"R",281,"R",0,"Z",0,"R",256,"R",91
449092,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",246,"R",0,"R",246,"R",209,"R",85,"R",209,"R",85,"Z",0,"R",246,"R",0,"Z",0,"R",209,"R",85
449135,"R",137,"R",0,"R",137,"R",15,"R",11,"R",19,"R",14,"R",0,"R",137,"R",0,"R",0,"R",19,"R",14,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
449250,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1063,"R",2,"R",1061,"R",443,"R",42,"R",639,"R",60,"Z",0,"R",1061,"R",1,"Z",0,"R",640,"R",60
449311,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",24,"R",0,"R",24,"R",3,"R",13,"R",8,"R",33,"Z",0,"R",24,"R",0,"Z",0,"R",8,"R",33
449320,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",374,"R",0,"R",374,"R",128,"R",34,"R",237,"R",63,"R",0,"R",374,"R",6,"R",0,"R",243,"R",65
449339,"R",581,"R",1,"R",580,"R",159,"R",27,"R",218,"R",38,"R",0,"R",580,"R",38,"R",69,"R",256,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
449357,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",14,"R",93,"R",15,"R",100,"Z",0,"R",15,"R",0,"Z",0,"R",15,"R",100
449393,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",12,"R",43,"R",19,"R",68,"Z",0,"R",28,"R",0,"Z",0,"R",19,"R",68
449445,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",52,"R",0,"R",52,"R",6,"R",12,"R",34,"R",65,"Z",0,"R",52,"R",7,"Z",0,"R",41,"R",79
449463,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",195,"R",0,"R",195,"R",35,"R",18,"R",160,"R",82,"R",0,"R",195,"R",0,"R",0,"R",160,"R",82
449472,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11,"R",0,"R",11,"R",1,"R",9,"R",8,"R",73,"Z",0,"R",11,"R",0,"Z",0,"R",8,"R",73
449490,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",108,"R",0,"R",108,"R",35,"R",32,"R",58,"R",54,"R",6,"R",102,"R",12,"R",7,"R",70,"R",69
449506,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1,"R",0,"R",1,"R",1,"R",100,"R",1,"R",100,"Z",0,"R",1,"R",0,"Z",0,"R",1,"R",100
449524,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2,"R",0,"R",2,"Z",0,"R",0,"R",1,"R",50,"Z",0,"R",2,"R",0,"Z",0,"R",1,"R",50
449533,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",41,"R",0,"R",41,"R",31,"R",76,"R",31,"R",76,"Z",0,"R",41,"R",0,"Z",0,"R",31,"R",76
449597,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3,"R",0,"R",3,"R",0,"R",0,"R",3,"R",100,"Z",0,"R",3,"R",0,"Z",0,"R",3,"R",100
449603,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",46,"R",0,"R",46,"R",18,"R",39,"R",35,"R",76,"Z",0,"R",46,"R",0,"Z",0,"R",35,"R",76
449612,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",16,"R",2,"R",14,"R",10,"R",71,"R",12,"R",86,"Z",0,"R",14,"R",0,"Z",0,"R",12,"R",86
449658,"R",26,"R",0,"R",26,"R",3,"R",12,"R",12,"R",46,"Z",0,"R",26,"R",0,"Z",0,"R",12,"R",46,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
449676,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",235,"R",0,"R",235,"R",92,"R",39,"R",121,"R",51,"Z",0,"R",235,"R",0,"Z",0,"R",121,"R",51
449685,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",382,"R",0,"R",382,"R",187,"R",49,"R",268,"R",70,"Z",0,"R",382,"R",0,"Z",0,"R",268,"R",70
449700,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",160,"R",0,"R",160,"R",118,"R",74,"R",118,"R",74,"Z",0,"R",160,"R",0,"Z",0,"R",118,"R",74
449728,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",11,"R",92,"R",11,"R",92,"Z",0,"R",12,"R",0,"Z",0,"R",11,"R",92
449764,"R",18,"R",0,"R",18,"R",2,"R",11,"R",2,"R",11,"R",0,"R",18,"R",0,"R",0,"R",2,"R",11,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
449773,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",67,"R",0,"R",67,"R",37,"R",55,"R",60,"R",90,"Z",0,"R",67,"R",0,"R",0,"R",60,"R",90
449782,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35,"R",0,"R",35,"R",3,"R",9,"R",23,"R",66,"R",0,"R",35,"R",1,"R",0,"R",24,"R",69
449807,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",89,"R",0,"R",89,"R",80,"R",90,"R",83,"R",93,"R",0,"R",89,"R",0,"R",0,"R",83,"R",93
449816,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",45,"R",0,"R",45,"R",34,"R",76,"R",36,"R",80,"R",0,"R",45,"R",1,"R",0,"R",37,"R",82
449861,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",77,"R",0,"R",77,"R",16,"R",21,"R",35,"R",45,"R",0,"R",77,"R",0,"R",0,"R",35,"R",45
449870,"R",28,"R",0,"R",28,"R",3,"R",11,"R",8,"R",29,"Z",0,"R",28,"R",0,"Z",0,"R",8,"R",29,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
449898,"R",12,"R",0,"R",12,"R",2,"R",17,"R",2,"R",17,"Z",0,"R",12,"R",0,"Z",0,"R",2,"R",17,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
449904,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",119,"R",0,"R",119,"R",2,"R",2,"R",38,"R",32,"Z",0,"R",119,"R",17,"Z",0,"R",55,"R",46
449959,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",0,"R",0,"R",22,"R",79,"Z",0,"R",28,"R",0,"Z",0,"R",22,"R",79
449968,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25,"R",0,"R",25,"R",2,"R",8,"R",17,"R",68,"Z",0,"R",25,"R",0,"Z",0,"R",17,"R",68
449977,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",47,"R",0,"R",47,"R",0,"R",0,"R",29,"R",62,"Z",0,"R",47,"R",0,"Z",0,"R",29,"R",62
449986,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",52,"R",0,"R",52,"R",0,"R",0,"R",34,"R",65,"Z",0,"R",52,"R",0,"Z",0,"R",34,"R",65
449995,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",59,"R",0,"R",59,"R",1,"R",2,"R",43,"R",73,"Z",0,"R",59,"R",0,"Z",0,"R",43,"R",73
450021,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",48,"R",1,"R",47,"R",1,"R",2,"R",16,"R",34,"R",0,"R",47,"R",7,"R",1,"R",23,"R",49
450058,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",167,"R",0,"R",167,"R",43,"R",26,"R",71,"R",43,"Z",0,"R",167,"R",0,"Z",0,"R",71,"R",43
450067,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",198,"R",0,"R",198,"R",64,"R",32,"R",97,"R",49,"Z",0,"R",198,"R",0,"Z",0,"R",97,"R",49
450119,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",103,"R",0,"R",103,"R",3,"R",3,"R",36,"R",35,"R",0,"R",103,"R",2,"R",1,"R",38,"R",37
450128,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",259,"R",3,"R",256,"R",55,"R",21,"R",127,"R",50,"R",0,"R",256,"R",24,"R",0,"R",151,"R",59
450298,"R",1,"R",0,"R",1,"R",1,"R",100,"R",1,"R",100,"Z",0,"R",1,"R",0,"Z",0,"R",1,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
450377,"R",1,"R",0,"R",1,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",1,"R",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
450395,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",21,"R",0,"R",21,"R",1,"R",5,"R",12,"R",57,"Z",0,"R",21,"R",0,"Z",0,"R",12,"R",57
450401,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",375,"R",0,"R",375,"R",212,"R",57,"R",280,"R",75,"Z",0,"R",375,"R",0,"Z",0,"R",280,"R",75
450571,"R",2,"R",0,"R",2,"R",1,"R",50,"R",1,"R",50,"Z",0,"R",2,"R",0,"Z",0,"R",1,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
450599,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",41,"R",0,"R",41,"R",0,"R",0,"R",13,"R",32,"R",0,"R",41,"R",0,"R",0,"R",13,"R",32
450605,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",0,"R",0,"R",13,"R",41,"Z",0,"R",32,"R",0,"Z",0,"R",13,"R",41
450614,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",44,"R",0,"R",44,"R",4,"R",9,"R",19,"R",43,"Z",0,"R",44,"R",0,"Z",0,"R",19,"R",43
450641,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",36,"R",0,"R",36,"R",1,"R",3,"R",21,"R",58,"Z",0,"R",36,"R",0,"Z",0,"R",21,"R",58
450650,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",93,"R",0,"R",93,"R",13,"R",14,"R",72,"R",77,"Z",0,"R",93,"R",0,"Z",0,"R",72,"R",77
450696,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",189,"R",0,"R",189,"R",70,"R",37,"R",106,"R",56,"R",0,"R",189,"R",3,"R",5,"R",109,"R",58
450702,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",113,"R",1,"R",112,"R",30,"R",27,"R",64,"R",57,"R",0,"R",112,"R",3,"R",2,"R",67,"R",60
450711,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",85,"R",0,"R",85,"R",56,"R",66,"R",56,"R",66,"Z",0,"R",85,"R",0,"Z",0,"R",56,"R",66
450720,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",507,"R",0,"R",507,"R",94,"R",19,"R",332,"R",65,"R",0,"R",507,"R",101,"R",0,"R",433,"R",85
450933,"R",448,"R",0,"R",448,"R",67,"R",15,"R",95,"R",21,"R",0,"R",448,"R",4,"R",23,"R",99,"R",22,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
450951,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",71,"R",0,"R",71,"R",41,"R",58,"R",65,"R",92,"Z",0,"R",71,"R",0,"Z",0,"R",65,"R",92
450960,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",126,"R",0,"R",126,"R",33,"R",26,"R",49,"R",39,"Z",0,"R",126,"R",0,"R",1,"R",49,"R",39
450988,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",199,"R",0,"R",199,"R",6,"R",3,"R",182,"R",91,"R",0,"R",199,"R",0,"R",0,"R",182,"R",91
451042,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14,"R",0,"R",14,"R",6,"R",43,"R",10,"R",71,"Z",0,"R",14,"R",0,"Z",0,"R",10,"R",71
451097,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",100,"R",0,"R",100,"R",32,"R",32,"R",68,"R",68,"R",0,"R",100,"R",0,"R",0,"R",68,"R",68
451121,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",27,"R",0,"R",27,"R",1,"R",4,"R",19,"R",70,"Z",0,"R",27,"R",0,"Z",0,"R",19,"R",70
451149,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",94,"R",0,"R",94,"R",14,"R",15,"R",69,"R",73,"Z",0,"R",94,"R",0,"Z",0,"R",69,"R",73
451158,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",256,"R",0,"R",256,"R",30,"R",12,"R",144,"R",56,"Z",0,"R",256,"R",0,"Z",0,"R",144,"R",56
451167,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",24,"R",1,"R",23,"R",8,"R",35,"R",18,"R",78,"R",0,"R",23,"R",0,"R",0,"R",18,"R",78
451194,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2,"R",0,"R",2,"R",1,"R",50,"R",2,"R",100,"Z",0,"R",2,"R",0,"Z",0,"R",2,"R",100
451228,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",110,"R",0,"R",110,"R",73,"R",66,"R",77,"R",70,"Z",0,"R",110,"R",0,"Z",0,"R",77,"R",70
451237,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",89,"R",0,"R",89,"R",10,"R",11,"R",57,"R",64,"R",1,"R",88,"R",6,"R",0,"R",63,"R",72
451255,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14,"R",0,"R",14,"R",1,"R",7,"R",13,"R",93,"Z",0,"R",14,"R",0,"Z",0,"R",13,"R",93
451282,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",41,"R",0,"R",41,"R",9,"R",22,"R",35,"R",85,"R",0,"R",41,"R",0,"R",0,"R",35,"R",85
451316,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",3,"R",50,"R",3,"R",50,"Z",0,"R",6,"R",0,"Z",0,"R",3,"R",50
451334,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",136,"R",0,"R",136,"R",12,"R",9,"R",91,"R",67,"R",0,"R",136,"R",19,"Z",0,"R",110,"R",81
451343,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",1,"R",3,"R",12,"R",38,"R",0,"R",32,"R",0,"R",0,"R",12,"R",38
451352,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",33,"R",0,"R",33,"R",28,"R",85,"R",28,"R",85,"Z",0,"R",33,"R",0,"Z",0,"R",28,"R",85
451370,"R",10,"R",0,"R",10,"Z",0,"R",0,"R",2,"R",20,"Z",0,"R",10,"R",0,"Z",0,"R",2,"R",20,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
451398,"R",57,"R",0,"R",57,"Z",0,"R",0,"R",12,"R",21,"R",0,"R",57,"R",1,"R",0,"R",13,"R",23,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
451404,"R",68,"R",0,"R",68,"Z",0,"R",0,"R",16,"R",24,"Z",0,"R",68,"R",0,"Z",0,"R",16,"R",24,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
451413,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5,"R",0,"R",5,"R",4,"R",80,"R",4,"R",80,"Z",0,"R",5,"R",0,"Z",0,"R",4,"R",80
451459,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",69,"R",0,"R",69,"R",63,"R",91,"R",63,"R",91,"Z",0,"R",69,"R",0,"Z",0,"R",63,"R",91
451468,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",189,"R",0,"R",189,"R",6,"R",3,"R",169,"R",89,"Z",0,"R",189,"R",0,"Z",0,"R",169,"R",89
451477,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",484,"R",1,"R",483,"R",311,"R",64,"R",351,"R",73,"Z",0,"R",483,"R",0,"Z",0,"R",351,"R",73
451495,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",38,"R",0,"R",38,"R",2,"R",5,"R",28,"R",74,"Z",0,"R",38,"R",0,"Z",0,"R",28,"R",74
451501,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",152,"R",0,"R",152,"R",96,"R",63,"R",96,"R",63,"Z",0,"R",152,"R",0,"Z",0,"R",96,"R",63
451529,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",5,"R",38,"R",8,"R",62,"Z",0,"R",13,"R",0,"Z",0,"R",8,"R",62
451547,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",24,"R",0,"R",24,"R",14,"R",58,"R",18,"R",75,"Z",0,"R",24,"R",0,"Z",0,"R",18,"R",75
451556,"R",35,"R",0,"R",35,"R",27,"R",77,"R",27,"R",77,"Z",0,"R",35,"R",0,"Z",0,"R",27,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
