UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
155937,"R",185,"R",1,"R",184,"R",73,"R",40,"R",86,"R",47,"R",0,"R",184,"R",1,"R",0,"R",87,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
155973,"R",159,"R",0,"R",159,"R",57,"R",36,"R",67,"R",42,"Z",0,"R",159,"R",1,"R",0,"R",68,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156082,"R",700,"R",3,"R",697,"R",151,"R",22,"R",293,"R",42,"R",1,"R",696,"R",15,"R",10,"R",308,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156107,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",424,"R",0,"R",424,"R",148,"R",35,"R",162,"R",38,"R",0,"R",424,"R",10,"R",12,"R",172,"R",41
156125,"R",1430,"R",1,"R",1429,"R",360,"R",25,"R",689,"R",48,"R",0,"R",1429,"R",46,"R",23,"R",735,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156134,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",758,"R",1,"R",757,"R",381,"R",50,"R",418,"R",55,"Z",0,"R",757,"R",0,"Z",0,"R",418,"R",55
156189,"R",184,"R",0,"R",184,"R",43,"R",23,"R",65,"R",35,"Z",0,"R",184,"R",0,"Z",0,"R",65,"R",35,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156213,"R",303,"R",1,"R",302,"R",159,"R",53,"R",191,"R",63,"R",0,"R",302,"R",3,"R",0,"R",194,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156231,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",379,"R",1,"R",378,"R",131,"R",35,"R",183,"R",48,"R",0,"R",378,"R",8,"R",12,"R",191,"R",51
156286,"R",665,"R",1,"R",664,"R",362,"R",55,"R",427,"R",64,"R",0,"R",664,"R",2,"R",1,"R",429,"R",65,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156295,"R",416,"R",3,"R",413,"R",205,"R",50,"R",278,"R",67,"R",0,"R",413,"R",1,"R",3,"R",279,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156310,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",92,"R",0,"R",92,"R",8,"R",9,"R",53,"R",58,"R",0,"R",92,"R",0,"R",0,"R",53,"R",58
156338,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",492,"R",0,"R",492,"R",149,"R",30,"R",213,"R",43,"R",0,"R",492,"R",17,"R",12,"R",230,"R",47
156356,"R",164,"R",0,"R",164,"R",42,"R",26,"R",56,"R",34,"R",0,"R",164,"R",1,"R",2,"R",57,"R",35,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156365,"R",480,"R",0,"R",480,"R",138,"R",29,"R",178,"R",37,"R",0,"R",480,"R",7,"R",2,"R",185,"R",39,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156392,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1494,"R",2,"R",1492,"R",321,"R",22,"R",518,"R",35,"R",0,"R",1492,"R",61,"R",74,"R",579,"R",39
156408,"R",385,"R",0,"R",385,"R",315,"R",82,"R",320,"R",83,"Z",0,"R",385,"R",0,"Z",0,"R",320,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156417,"R",10,"R",0,"R",10,"R",1,"R",10,"R",2,"R",20,"R",0,"R",10,"R",0,"R",0,"R",2,"R",20,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156426,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",51,"R",0,"R",51,"R",2,"R",4,"R",28,"R",55,"Z",0,"R",51,"R",0,"Z",0,"R",28,"R",55
156541,"R",402,"R",0,"R",402,"R",118,"R",29,"R",161,"R",40,"R",1,"R",401,"R",29,"R",0,"R",190,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156620,"R",2006,"R",6,"R",2000,"R",656,"R",33,"R",1049,"R",52,"R",0,"R",2000,"R",30,"R",22,"R",1079,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156648,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",763,"R",0,"R",763,"R",213,"R",28,"R",316,"R",41,"R",0,"R",763,"R",24,"R",26,"R",340,"R",45
156745,"R",271,"R",0,"R",271,"R",135,"R",50,"R",151,"R",56,"Z",0,"R",271,"R",0,"Z",0,"R",151,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156754,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",1,"R",0,"Z",0,"R",0,"R",0
156790,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",345,"R",2,"R",343,"R",92,"R",27,"R",150,"R",44,"R",1,"R",342,"R",8,"R",18,"R",158,"R",46
156842,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",49,"R",0,"R",49,"R",0,"R",0,"R",39,"R",80,"Z",0,"R",49,"R",0,"Z",0,"R",39,"R",80
156851,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",201,"R",0,"R",201,"R",44,"R",22,"R",65,"R",32,"R",0,"R",201,"R",10,"R",10,"R",75,"R",37
156860,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",282,"R",0,"R",282,"R",88,"R",31,"R",117,"R",41,"R",0,"R",282,"R",7,"R",7,"R",124,"R",44
156921,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",915,"R",1,"R",914,"R",162,"R",18,"R",286,"R",31,"R",1,"R",913,"R",37,"R",48,"R",323,"R",35
156967,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",4,"R",13,"R",19,"R",63,"R",1,"R",29,"R",1,"R",5,"R",20,"R",69
157030,"R",10,"R",0,"R",10,"R",2,"R",20,"R",4,"R",40,"Z",0,"R",10,"R",0,"Z",0,"R",4,"R",40,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157058,"R",277,"R",0,"R",277,"R",43,"R",16,"R",84,"R",30,"R",0,"R",277,"R",3,"R",0,"R",87,"R",31,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157076,"R",232,"R",0,"R",232,"R",59,"R",25,"R",88,"R",38,"R",0,"R",232,"R",4,"R",2,"R",92,"R",40,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157085,"R",5097,"R",2,"R",5095,"R",2409,"R",47,"R",3363,"R",66,"R",0,"R",5095,"R",57,"R",29,"R",3420,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157100,"R",156,"R",0,"R",156,"R",39,"R",25,"R",49,"R",31,"Z",0,"R",156,"R",0,"Z",0,"R",49,"R",31,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157216,"R",512,"R",0,"R",512,"R",145,"R",28,"R",202,"R",39,"R",0,"R",512,"R",1,"R",2,"R",203,"R",40,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157289,"R",2830,"R",31,"R",2799,"R",1028,"R",37,"R",1690,"R",60,"R",0,"R",2799,"R",66,"R",99,"R",1756,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157304,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",263,"R",0,"R",263,"R",95,"R",36,"R",137,"R",52,"R",0,"R",263,"R",6,"R",8,"R",143,"R",54
157331,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",475,"R",1,"R",474,"R",173,"R",36,"R",222,"R",47,"R",0,"R",474,"R",11,"R",18,"R",233,"R",49
157377,"R",59,"R",0,"R",59,"R",29,"R",49,"R",31,"R",53,"Z",0,"R",59,"R",1,"Z",0,"R",32,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157386,"R",1432,"R",1,"R",1431,"R",402,"R",28,"R",609,"R",43,"R",1,"R",1430,"R",19,"R",12,"R",628,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157401,"R",1486,"R",0,"R",1486,"R",507,"R",34,"R",790,"R",53,"R",0,"R",1486,"R",15,"R",6,"R",805,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157438,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",351,"R",0,"R",351,"R",150,"R",43,"R",198,"R",56,"R",0,"R",351,"R",8,"R",7,"R",206,"R",59
157447,"R",1993,"R",3,"R",1990,"R",560,"R",28,"R",960,"R",48,"R",2,"R",1988,"R",47,"R",25,"R",1007,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157483,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",742,"R",0,"R",742,"R",288,"R",39,"R",392,"R",53,"R",0,"R",742,"R",22,"R",17,"R",414,"R",56
157535,"R",301,"R",0,"R",301,"R",68,"R",23,"R",99,"R",33,"R",0,"R",301,"R",0,"R",2,"R",99,"R",33,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157553,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",572,"R",0,"R",572,"R",117,"R",20,"R",181,"R",32,"R",0,"R",572,"R",10,"R",22,"R",191,"R",33
157614,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",0,"R",0,"R",17,"R",57,"Z",0,"R",30,"R",0,"Z",0,"R",17,"R",57
157650,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",44,"R",0,"R",44,"R",0,"R",0,"R",23,"R",52,"R",0,"R",44,"R",0,"R",0,"R",23,"R",52
157669,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",37,"R",0,"R",37,"R",0,"R",0,"R",14,"R",38,"Z",0,"R",37,"R",0,"Z",0,"R",14,"R",38
157678,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",70,"R",0,"R",70,"R",3,"R",4,"R",39,"R",56,"R",0,"R",70,"R",0,"R",0,"R",39,"R",56
157711,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",816,"R",0,"R",816,"R",201,"R",25,"R",277,"R",34,"R",0,"R",816,"R",33,"R",32,"R",310,"R",38
157739,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",402,"R",2,"R",400,"R",105,"R",26,"R",147,"R",37,"R",0,"R",400,"R",13,"R",19,"R",160,"R",40
157748,"R",84,"R",0,"R",84,"R",23,"R",27,"R",24,"R",29,"Z",0,"R",84,"R",1,"R",2,"R",25,"R",30,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157757,"R",171,"R",0,"R",171,"R",58,"R",34,"R",99,"R",58,"R",0,"R",171,"R",2,"R",1,"R",101,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157809,"R",276,"R",0,"R",276,"R",80,"R",29,"R",109,"R",39,"R",0,"R",276,"R",2,"R",1,"R",111,"R",40,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157818,"R",261,"R",0,"R",261,"R",183,"R",70,"R",193,"R",74,"Z",0,"R",261,"R",0,"Z",0,"R",193,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157863,"R",238,"R",0,"R",238,"R",21,"R",9,"R",66,"R",28,"R",0,"R",238,"R",2,"R",0,"R",68,"R",29,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157951,"R",2805,"R",4,"R",2801,"R",1030,"R",37,"R",1544,"R",55,"R",0,"R",2801,"R",37,"R",18,"R",1581,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
158088,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",415,"R",0,"R",415,"R",249,"R",60,"R",288,"R",69,"R",0,"R",415,"R",7,"R",7,"R",295,"R",71
158246,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",144,"R",0,"R",144,"R",109,"R",76,"R",111,"R",77,"Z",0,"R",144,"R",0,"Z",0,"R",111,"R",77
158431,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",853,"R",1,"R",852,"R",97,"R",11,"R",202,"R",24,"R",0,"R",852,"R",43,"R",51,"R",245,"R",29
158477,"R",140,"R",0,"R",140,"R",68,"R",49,"R",78,"R",56,"R",0,"R",140,"R",2,"R",0,"R",80,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
158538,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",1,"R",17,"R",3,"R",50,"R",0,"R",6,"R",2,"R",0,"R",5,"R",83
158617,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",491,"R",0,"R",491,"R",285,"R",58,"R",407,"R",83,"Z",0,"R",491,"R",0,"Z",0,"R",407,"R",83
158662,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1252,"R",0,"R",1252,"R",161,"R",13,"R",194,"R",15,"R",0,"R",1252,"R",57,"R",69,"R",251,"R",20
158778,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",31,"R",0,"R",31,"R",9,"R",29,"R",14,"R",45,"Z",0,"R",31,"R",0,"Z",0,"R",14,"R",45
158787,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35,"R",0,"R",35,"R",0,"R",0,"R",19,"R",54,"R",0,"R",35,"R",3,"R",2,"R",22,"R",63
158802,"R",323,"R",0,"R",323,"R",105,"R",33,"R",160,"R",50,"R",0,"R",323,"R",2,"R",1,"R",162,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
158884,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",146,"R",0,"R",146,"R",35,"R",24,"R",35,"R",24,"R",0,"R",146,"R",5,"R",11,"R",40,"R",27
159009,"R",399,"R",0,"R",399,"R",62,"R",16,"R",168,"R",42,"R",0,"R",399,"R",7,"R",5,"R",175,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
159027,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",26,"R",0,"R",26,"R",6,"R",23,"R",12,"R",46,"Z",0,"R",26,"R",0,"Z",0,"R",12,"R",46
159197,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",187,"R",0,"R",187,"R",111,"R",59,"R",118,"R",63,"R",0,"R",187,"R",1,"R",0,"R",119,"R",64
159328,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",24,"R",0,"R",24,"R",1,"R",4,"R",3,"R",13,"Z",0,"R",24,"R",0,"Z",0,"R",3,"R",13
159382,"R",228,"R",0,"R",228,"R",44,"R",19,"R",69,"R",30,"R",0,"R",228,"R",42,"R",8,"R",111,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
159391,"R",5652,"R",12,"R",5640,"R",2227,"R",39,"R",3712,"R",66,"R",0,"R",5640,"R",96,"R",30,"R",3808,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
159407,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",794,"R",0,"R",794,"R",19,"R",2,"R",104,"R",13,"R",0,"R",794,"R",1,"R",79,"R",105,"R",13
159416,"R",333,"R",0,"R",333,"R",58,"R",17,"R",123,"R",37,"R",0,"R",333,"R",11,"R",6,"R",134,"R",40,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
159513,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",44,"R",0,"R",44,"R",1,"R",2,"R",28,"R",64,"Z",0,"R",44,"R",0,"Z",0,"R",28,"R",64
159522,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",31,"R",0,"R",31,"R",5,"R",16,"R",25,"R",81,"Z",0,"R",31,"R",0,"Z",0,"R",25,"R",81
159531,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14,"R",0,"R",14,"R",0,"R",0,"R",8,"R",57,"Z",0,"R",14,"R",0,"Z",0,"R",8,"R",57
159568,"R",225,"R",2,"R",223,"R",50,"R",22,"R",77,"R",35,"Z",0,"R",223,"R",0,"Z",0,"R",77,"R",35,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
159601,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",1,"R",7,"R",11,"R",73,"Z",0,"R",15,"R",0,"Z",0,"R",11,"R",73
159647,"R",1746,"R",0,"R",1746,"R",728,"R",42,"R",1066,"R",61,"R",0,"R",1746,"R",31,"R",13,"R",1097,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
159656,"R",609,"R",1,"R",608,"R",305,"R",50,"R",358,"R",59,"R",1,"R",607,"R",6,"R",2,"R",364,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
159717,"R",1235,"R",1,"R",1234,"R",280,"R",23,"R",527,"R",43,"R",0,"R",1234,"R",32,"R",18,"R",559,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
159939,"R",846,"R",0,"R",846,"R",217,"R",26,"R",351,"R",41,"R",0,"R",846,"R",21,"R",18,"R",372,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
159948,"R",22,"R",0,"R",22,"R",1,"R",5,"R",2,"R",9,"Z",0,"R",22,"R",0,"Z",0,"R",2,"R",9,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
159966,"R",1123,"R",0,"R",1123,"R",250,"R",22,"R",498,"R",44,"R",1,"R",1122,"R",19,"R",11,"R",517,"R",46,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
159993,"R",1221,"R",1,"R",1220,"R",440,"R",36,"R",678,"R",56,"R",0,"R",1220,"R",48,"R",4,"R",726,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
160010,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",134,"R",0,"R",134,"R",30,"R",22,"R",65,"R",49,"R",0,"R",134,"R",0,"R",0,"R",65,"R",49
160038,"R",1101,"R",0,"R",1101,"R",341,"R",31,"R",525,"R",48,"R",0,"R",1101,"R",14,"R",16,"R",539,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
160065,"R",64,"R",0,"R",64,"R",10,"R",16,"R",24,"R",38,"Z",0,"R",64,"R",1,"R",3,"R",25,"R",39,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
160074,"R",60,"R",0,"R",60,"R",4,"R",7,"R",20,"R",33,"R",0,"R",60,"R",1,"R",0,"R",21,"R",35,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
160117,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",55,"R",0,"R",55,"R",18,"R",33,"R",31,"R",56,"Z",0,"R",55,"R",0,"Z",0,"R",31,"R",56
160126,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",1,"R",17,"R",5,"R",83,"Z",0,"R",6,"R",0,"Z",0,"R",5,"R",83
160199,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",22,"R",1,"R",21,"R",1,"R",5,"R",16,"R",76,"Z",0,"R",21,"R",0,"Z",0,"R",16,"R",76
160320,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",535,"R",0,"R",535,"R",49,"R",9,"R",377,"R",70,"Z",0,"R",535,"R",0,"Z",0,"R",377,"R",70
160409,"R",16,"R",0,"R",16,"R",10,"R",63,"R",10,"R",63,"Z",0,"R",16,"R",0,"Z",0,"R",10,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
160472,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",68,"R",0,"R",68,"R",1,"R",1,"R",39,"R",57,"R",0,"R",68,"R",17,"R",0,"R",56,"R",82
160481,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",362,"R",0,"R",362,"R",3,"R",1,"R",18,"R",5,"R",0,"R",362,"R",2,"R",0,"R",20,"R",6
160524,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",266,"R",0,"R",266,"R",61,"R",23,"R",138,"R",52,"R",0,"R",266,"R",1,"R",8,"R",139,"R",52
160579,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",580,"R",1,"R",579,"R",167,"R",29,"R",251,"R",43,"R",0,"R",579,"R",9,"R",17,"R",260,"R",45
160597,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0,"R",0,"R",0
160612,"R",2342,"R",2,"R",2340,"R",421,"R",18,"R",939,"R",40,"R",0,"R",2340,"R",75,"R",20,"R",1014,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
160621,"R",925,"R",0,"R",925,"R",82,"R",9,"R",261,"R",28,"R",0,"R",925,"R",48,"R",30,"R",309,"R",33,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
160630,"R",137,"R",0,"R",137,"R",6,"R",4,"R",27,"R",20,"R",0,"R",137,"R",3,"R",2,"R",30,"R",22,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
160649,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",411,"R",0,"R",411,"R",45,"R",11,"R",45,"R",11,"R",0,"R",411,"R",7,"R",23,"R",52,"R",13
160658,"R",2906,"R",4,"R",2902,"R",643,"R",22,"R",1485,"R",51,"R",2,"R",2900,"R",115,"R",39,"R",1600,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
160667,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",508,"R",0,"R",508,"R",67,"R",13,"R",144,"R",28,"R",0,"R",508,"R",22,"R",13,"R",166,"R",33
160755,"R",1647,"R",3,"R",1644,"R",1260,"R",77,"R",1410,"R",86,"R",0,"R",1644,"R",9,"R",2,"R",1419,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
160904,"R",431,"R",0,"R",431,"R",153,"R",35,"R",204,"R",47,"R",0,"R",431,"R",7,"R",0,"R",211,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
